ID,Site,Context,Country,Longitude,Latitude,Condition,ATU,ATU2,NAT,Reference(s),Site Type,Dating Method,Event (Rasmussen et al. 2014),Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Chronozone (Relative),Relative Date (method),LTP Association,TP present,Burinated,Tephra Association,File Type,Scale,Out,Ldk,RD,FN,Additional Information,OTT,Continuous vs. Discontinuous,Retouch position
620,Malitschkendorf,Malitschkendorf (105 - C1),Germany,13.35,51.72,Whole,Unspecified,Unspecified,Petersfels Point,Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Y,CB; AB; SW,N,N,2D,Y,X,,N,Malitschkendorf_105_C1_5,,Y,Continuous,Right
621,Malitschkendorf,Malitschkendorf (105 - C1),Germany,13.35,51.72,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Y,CB; AB; SW,N,N,2D,Y,X,,N,Malitschkendorf_105_C1_7,,Y,Continuous,Left
622,Malitschkendorf,Malitschkendorf (105 - C2),Germany,13.35,51.72,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Y,CB; AB; SW,N,N,2D,Y,X,,N,Malitschkendorf_105_C2_1,,Y,Continuous,Right
623,Malitschkendorf,Malitschkendorf (105 - C3),Germany,13.35,51.72,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Y,CB; AB; SW,Y,N,2D,Y,X,,N,Malitschkendorf_105_C3_1,,Y,Continuous,Right
624,Malitschkendorf,Malitschkendorf (105 - C3),Germany,13.35,51.72,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Y,CB; AB; SW,N,N,2D,Y,X,,N,Malitschkendorf_105_C3_3,,Y,Continuous,Right
625,Malitschkendorf,Malitschkendorf (105 - C3),Germany,13.35,51.72,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Y,CB; AB; SW,N,N,2D,Y,X,,N,Malitschkendorf_105_C3_4,,Y,Continuous,Right
626,Malitschkendorf,Malitschkendorf (105 - C3),Germany,13.35,51.72,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Y,CB; AB; SW,N,N,2D,Y,X,,N,Malitschkendorf_105_C3_5,,N,Continuous,Right
627,Malitschkendorf,Malitschkendorf (105 - C3),Germany,13.35,51.72,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Y,CB; AB; SW,N,N,2D,Y,X,,N,Malitschkendorf_105_C3_6,,N,Continuous,Right
628,Malitschkendorf,Malitschkendorf (105 - C3),Germany,13.35,51.72,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Y,CB; AB; SW,N,N,2D,Y,X,,N,Malitschkendorf_105_C3_7,,N,Continuous,Right
629,Malitschkendorf,Malitschkendorf (107 - C1),Germany,13.34,51.68,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Y,CB; AB; SW,N,N,2D,Y,X,,N,Malitschkendorf_107_C1_1,,Y,Continuous,Left
630,Malitschkendorf,Malitschkendorf (107 - C2),Germany,13.34,51.68,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Y,CB; AB; SW,N,N,2D,Y,X,,N,Malitschkendorf_107_C2_1,,N,Continuous,Right
631,Malitschkendorf,Malitschkendorf (107 - C2),Germany,13.34,51.68,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Y,CB; AB; SW,N,N,2D,Y,X,,N,Malitschkendorf_107_C2_2,,Y,Continuous,Right
632,Malitschkendorf,Malitschkendorf (107 - C2),Germany,13.34,51.68,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Y,CB; AB; SW,N,N,2D,Y,X,,N,Malitschkendorf_107_C2_3,,Y,Discontinuous,Left
633,Malitschkendorf,Malitschkendorf (107 - C2),Germany,13.34,51.68,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Y,CB; AB; SW,N,N,2D,Y,X,,N,Malitschkendorf_107_C2_4,,Y,Continuous,Left
634,Malitschkendorf,Malitschkendorf (107 - C2),Germany,13.34,51.68,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Y,CB; AB; SW,N,N,2D,Y,X,,N,Malitschkendorf_107_C2_5,,Y,Continuous,Left
635,Malitschkendorf,Malitschkendorf (107 - C2),Germany,13.34,51.68,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Y,CB; AB; SW,N,N,2D,Y,X,,N,Malitschkendorf_107_C2_6,,N,Continuous,Right
636,Malitschkendorf,Malitschkendorf,Germany,13.25,51.7,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Taute 1963; Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Malitschkendorf_11,,Y,Continuous,Left
637,Malitschkendorf,Malitschkendorf,Germany,13.25,51.7,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Taute 1963; Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Malitschkendorf_12,,Y,Continuous,Left
638,Malitschkendorf,Malitschkendorf,Germany,13.25,51.7,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Taute 1963; Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Malitschkendorf_13,,Y,Continuous,Left
639,Malitschkendorf,Malitschkendorf,Germany,13.25,51.7,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Taute 1963; Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Malitschkendorf_14,,Y,Continuous,Left
640,Malitschkendorf,Malitschkendorf,Germany,13.25,51.7,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Taute 1963; Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Malitschkendorf_15,,Y,Continuous,Right
641,Malitschkendorf,Malitschkendorf,Germany,13.25,51.7,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Taute 1963; Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Malitschkendorf_17,,Y,Continuous,Right
642,Malitschkendorf,Malitschkendorf,Germany,13.25,51.7,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Taute 1963; Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Malitschkendorf_18,,N,Continuous,Left
643,Malitschkendorf,Malitschkendorf,Germany,13.25,51.7,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Taute 1963; Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Malitschkendorf_2,,Y,Continuous,Left
644,Malitschkendorf,Malitschkendorf,Germany,13.25,51.7,Whole,Unspecified,Unspecified,Ranis Point,Taute 1963; Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Malitschkendorf_21,,Y,Continuous,Right
645,Malitschkendorf,Malitschkendorf,Germany,13.25,51.7,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Taute 1963; Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Malitschkendorf_22,,Y,Continuous,Left
646,Malitschkendorf,Malitschkendorf,Germany,13.25,51.7,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Taute 1963; Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Malitschkendorf_24,,Y,Continuous,Right
647,Malitschkendorf,Malitschkendorf,Germany,13.25,51.7,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Taute 1963; Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Malitschkendorf_25,,Y,Continuous,Left
648,Malitschkendorf,Malitschkendorf,Germany,13.25,51.7,Whole,Unspecified,Unspecified,Appelscha Point,Taute 1963; Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Malitschkendorf_26,,Y,Continuous,Right
649,Malitschkendorf,Malitschkendorf,Germany,13.25,51.7,Whole,Unspecified,Unspecified,Appelscha Point,Taute 1963; Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Malitschkendorf_27,,Y,Continuous,Right
650,Malitschkendorf,Malitschkendorf,Germany,13.25,51.7,Whole,Unspecified,Unspecified,Creswellian Point,Taute 1963; Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Malitschkendorf_28,,Y,Continuous,Right
651,Malitschkendorf,Malitschkendorf,Germany,13.25,51.7,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Taute 1963; Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Malitschkendorf_3,,Y,Continuous,Left
652,Malitschkendorf,Malitschkendorf,Germany,13.25,51.7,Whole,Unspecified,Unspecified,Kalbe Point,Taute 1963; Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Malitschkendorf_30,,Y,Continuous,Left
653,Malitschkendorf,Malitschkendorf,Germany,13.25,51.7,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Taute 1963; Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Malitschkendorf_31,,Y,Continuous,Right
654,Malitschkendorf,Malitschkendorf,Germany,13.25,51.7,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Taute 1963; Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Malitschkendorf_32,,Y,Continuous,Left
655,Malitschkendorf,Malitschkendorf,Germany,13.25,51.7,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Taute 1963; Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Malitschkendorf_33,,Y,Continuous,Right
656,Malitschkendorf,Malitschkendorf,Germany,13.25,51.7,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Taute 1963; Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Malitschkendorf_34,,Y,Continuous,Left
657,Malitschkendorf,Malitschkendorf,Germany,13.25,51.7,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Taute 1963; Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Malitschkendorf_4,,Y,Continuous,Left
658,Malitschkendorf,Malitschkendorf,Germany,13.25,51.7,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Taute 1963; Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Malitschkendorf_5,,Y,Continuous,Right
659,Malitschkendorf,Malitschkendorf,Germany,13.25,51.7,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Taute 1963; Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Malitschkendorf_6,,Y,Continuous,Right
660,Malitschkendorf,Malitschkendorf,Germany,13.25,51.7,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Taute 1963; Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Malitschkendorf_7,,Y,Continuous,Right
661,Martinshöhle,Martinshöhle,Germany,7.64,51.35,Whole,Federmesser,Unspecified,Backed Point (Unspecified),Andree 1932; Andree 1939; Schwabedissen 1954; Günther 1961; Taute 1968; Rothe 1983; Bosinski 1984; Tinnes 1988b; Bakdach 1990,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle-Late Allerod,Typology,Y,AB,N,N,2D,Y,X,,N,Martinshohle_1,,Y,Continuous,Left
662,Martinshöhle,Martinshöhle,Germany,7.64,51.35,Whole,Federmesser,Unspecified,Backed Point (Unspecified),Andree 1932; Andree 1939; Schwabedissen 1954; Günther 1961; Taute 1968; Rothe 1983; Bosinski 1984; Tinnes 1988b; Bakdach 1990,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle-Late Allerod,Typology,Y,AB,N,N,2D,Y,X,,N,Martinshohle_10,,Y,Continuous,Right
663,Martinshöhle,Martinshöhle,Germany,7.64,51.35,Whole,Federmesser,Unspecified,Backed Point (Unspecified),Andree 1932; Andree 1939; Schwabedissen 1954; Günther 1961; Taute 1968; Rothe 1983; Bosinski 1984; Tinnes 1988b; Bakdach 1990,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle-Late Allerod,Typology,Y,AB,N,N,2D,Y,X,,N,Martinshohle_3,,Y,Continuous,Left
664,Martinshöhle,Martinshöhle,Germany,7.64,51.35,Whole,Federmesser,Unspecified,Backed Point (Unspecified),Andree 1932; Andree 1939; Schwabedissen 1954; Günther 1961; Taute 1968; Rothe 1983; Bosinski 1984; Tinnes 1988b; Bakdach 1990,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle-Late Allerod,Typology,Y,AB,N,N,2D,Y,X,,N,Martinshohle_4,,Y,Continuous,Right
665,Martinshöhle,Martinshöhle,Germany,7.64,51.35,Whole,Federmesser,Unspecified,Backed Point (Unspecified),Andree 1932; Andree 1939; Schwabedissen 1954; Günther 1961; Taute 1968; Rothe 1983; Bosinski 1984; Tinnes 1988b; Bakdach 1990,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle-Late Allerod,Typology,Y,AB,N,N,2D,Y,X,,N,Martinshohle_5,,Y,Continuous,Right
666,Martinshöhle,Martinshöhle,Germany,7.64,51.35,Whole,Federmesser,Unspecified,Backed Point (Unspecified),Andree 1932; Andree 1939; Schwabedissen 1954; Günther 1961; Taute 1968; Rothe 1983; Bosinski 1984; Tinnes 1988b; Bakdach 1990,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle-Late Allerod,Typology,Y,AB,N,N,2D,Y,X,,N,Martinshohle_6,,Y,Continuous,Right
667,Martinshöhle,Martinshöhle,Germany,7.64,51.35,Whole,Federmesser,Unspecified,Appelscha Point,Andree 1932; Andree 1939; Schwabedissen 1954; Günther 1961; Taute 1968; Rothe 1983; Bosinski 1984; Tinnes 1988b; Bakdach 1990,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle-Late Allerod,Typology,Y,AB,N,N,2D,Y,X,,N,Martinshohle_7,,Y,Continuous,Right
668,Martinshöhle,Martinshöhle,Germany,7.64,51.35,Whole,Federmesser,Unspecified,Cheddar Point,Andree 1932; Andree 1939; Schwabedissen 1954; Günther 1961; Taute 1968; Rothe 1983; Bosinski 1984; Tinnes 1988b; Bakdach 1990,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle-Late Allerod,Typology,Y,AB,N,N,2D,Y,X,,N,Martinshohle_8,,Y,Continuous,Left
669,Merschwitz,Merschwitz (Borack),Germany,13.46,51.3,Whole,Unspecified,Unspecified,Azilian/Federmesser Point,Geupel 1985,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle-Late Allerod,Typology,N,-,N,N,2D,Y,X,,N,Merschwitz_Borack_1,,Y,Continuous,Left
670,Merschwitz,Merschwitz (Schanze),Germany,13.46,51.3,Whole,Unspecified,Unspecified,Azilian/Federmesser Point,Geupel 1985,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle-Late Allerod,Typology,N,-,N,N,2D,Y,X,,N,Merschwitz_Schanze_1,,Y,Continuous,Right
671,Merschwitz,Merschwitz (Schanze),Germany,13.46,51.3,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Geupel 1985,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle-Late Allerod,Typology,N,-,N,N,2D,Y,X,,N,Merschwitz_Schanze_2,,Y,Continuous,Left
672,Merschwitz,Merschwitz (Schanze),Germany,13.46,51.3,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Geupel 1985,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle-Late Allerod,Typology,N,-,N,N,2D,Y,X,,N,Merschwitz_Schanze_5,,Y,Continuous,Right
673,Merschwitz,Merschwitz (Wachsmuth),Germany,13.46,51.3,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Geupel 1985,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle-Late Allerod,Typology,N,-,N,N,2D,Y,X,,N,Merschwitz_Wachsmuth_1,,Y,Continuous,Left
674,Merschwitz,Merschwitz (Wachsmuth),Germany,13.46,51.3,Whole,Unspecified,Unspecified,Taucha Point,Geupel 1985,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle-Late Allerod,Typology,N,-,N,N,2D,Y,X,,N,Merschwitz_Wachsmuth_2,,Y,Continuous,Left
675,Merschwitz,Merschwitz (Wachsmuth),Germany,13.46,51.3,Whole,Unspecified,Unspecified,Taucha Point,Geupel 1985,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle-Late Allerod,Typology,N,-,N,N,2D,Y,X,,N,Merschwitz_Wachsmuth_3,,Y,Discontinuous,Right
676,Merschwitz,Merschwitz (Wachsmuth),Germany,13.46,51.3,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Geupel 1985,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle-Late Allerod,Typology,N,-,N,N,2D,Y,X,,N,Merschwitz_Wachsmuth_4,,Y,Continuous,Right
677,Merzdorf-Bärwalde,Merzdorf-Bärwalde,Germany,14.3,51.48,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Merzdorf_Barwalde_1,,Y,Continuous,Left
678,Mettmenhasler See,Mettmenhasler See,Switzerland,8.43,47.48,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Wyss 1973,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dryas III,Typology,N,-,N,N,2D,Y,X,,N,Mettmenhasler_See_1,,Y,Continuous,Right
